Home Team Fouls,Home Team Fouls Z-Score,Home Team Fouls Min-Max,Winning Team Possession Difference %,Winning Team Possession Difference Z-Score,Winning Team Possession Difference Min-Max
11,-0.4305810173040376,0.3333333333333333,16.0,0.5757330669161878,0.6060606060606061
12,-0.188406801565844,0.36363636363636365,,,
20,1.7489869243397047,0.6060606060606061,,,
14,0.2959416299105432,0.42424242424242425,0.0,-0.13363358987432344,0.48484848484848486
19,1.506812708601511,0.5757575757575758,,,
7,-1.399277880256812,0.21212121212121213,24.0,0.9304163953114433,0.6666666666666666
13,0.053767414172349585,0.3939393939393939,-14.0,-0.7543294145660208,0.3787878787878788
9,-0.9149294487804248,0.2727272727272727,,,
18,1.2646384928633174,0.5454545454545454,14.0,0.4870622348173738,0.5909090909090909
14,0.2959416299105432,0.42424242424242425,-32.0,-1.5523669034553458,0.24242424242424243
13,0.053767414172349585,0.3939393939393939,-16.0,-0.8430002466648346,0.36363636363636365
10,-0.6727552330422312,0.30303030303030304,6.0,0.13237890642211825,0.5303030303030303
14,0.2959416299105432,0.42424242424242425,36.0,1.4624413879043265,0.7575757575757576
18,1.2646384928633174,0.5454545454545454,18.0,0.6644038990150016,0.6212121212121212
15,0.5381158456487367,0.45454545454545453,18.0,0.6644038990150016,0.6212121212121212
10,-0.6727552330422312,0.30303030303030304,-12.0,-0.6656585824672068,0.3939393939393939
15,0.5381158456487367,0.45454545454545453,-16.0,-0.8430002466648346,0.36363636363636365
15,0.5381158456487367,0.45454545454545453,10.0,0.30972057061974606,0.5606060606060606
20,1.7489869243397047,0.6060606060606061,0.0,-0.13363358987432344,0.48484848484848486
15,0.5381158456487367,0.45454545454545453,26.0,1.0190872274102571,0.6818181818181818
9,-0.9149294487804248,0.2727272727272727,,,
16,0.7802900613869304,0.48484848484848486,-24.0,-1.1976835750600903,0.30303030303030304
9,-0.9149294487804248,0.2727272727272727,22.0,0.8417455632126293,0.6515151515151515
15,0.5381158456487367,0.45454545454545453,-38.0,-1.8183793997517874,0.19696969696969696
11,-0.4305810173040376,0.3333333333333333,-16.0,-0.8430002466648346,0.36363636363636365
19,1.506812708601511,0.5757575757575758,26.0,1.0190872274102571,0.6818181818181818
11,-0.4305810173040376,0.3333333333333333,38.0,1.5511122200031404,0.7727272727272727
19,1.506812708601511,0.5757575757575758,-6.0,-0.39964608617076514,0.4393939393939394
16,0.7802900613869304,0.48484848484848486,14.0,0.4870622348173738,0.5909090909090909
21,1.9911611400778984,0.6363636363636364,,,
18,1.2646384928633174,0.5454545454545454,,,
16,0.7802900613869304,0.48484848484848486,,,
12,-0.188406801565844,0.36363636363636365,,,
17,1.022464277125124,0.5151515151515151,18.0,0.6644038990150016,0.6212121212121212
19,1.506812708601511,0.5757575757575758,2.0,-0.04496275777550954,0.5
11,-0.4305810173040376,0.3333333333333333,10.0,0.30972057061974606,0.5606060606060606
26,3.202032218768866,0.7878787878787878,18.0,0.6644038990150016,0.6212121212121212
8,-1.1571036645186183,0.24242424242424243,10.0,0.30972057061974606,0.5606060606060606
16,0.7802900613869304,0.48484848484848486,10.0,0.30972057061974606,0.5606060606060606
15,0.5381158456487367,0.45454545454545453,,,
21,1.9911611400778984,0.6363636363636364,,,
9,-0.9149294487804248,0.2727272727272727,0.0,-0.13363358987432344,0.48484848484848486
19,1.506812708601511,0.5757575757575758,-14.0,-0.7543294145660208,0.3787878787878788
21,1.9911611400778984,0.6363636363636364,0.0,-0.13363358987432344,0.48484848484848486
21,1.9911611400778984,0.6363636363636364,32.0,1.2850997237066988,0.7272727272727273
12,-0.188406801565844,0.36363636363636365,28.0,1.107758059509071,0.696969696969697
24,2.7176837872924793,0.7272727272727273,6.0,0.13237890642211825,0.5303030303030303
14,0.2959416299105432,0.42424242424242425,-34.0,-1.6410377355541597,0.22727272727272727
12,-0.188406801565844,0.36363636363636365,-14.0,-0.7543294145660208,0.3787878787878788
21,1.9911611400778984,0.6363636363636364,2.0,-0.04496275777550954,0.5
13,0.053767414172349585,0.3939393939393939,,,
16,0.7802900613869304,0.48484848484848486,,,
12,-0.188406801565844,0.36363636363636365,26.0,1.0190872274102571,0.6818181818181818
15,0.5381158456487367,0.45454545454545453,44.0,1.817124716299582,0.8181818181818182
12,-0.188406801565844,0.36363636363636365,0.0,-0.13363358987432344,0.48484848484848486
13,0.053767414172349585,0.3939393939393939,36.0,1.4624413879043265,0.7575757575757576
18,1.2646384928633174,0.5454545454545454,8.0,0.22104973852093215,0.5454545454545454
24,2.7176837872924793,0.7272727272727273,6.0,0.13237890642211825,0.5303030303030303
15,0.5381158456487367,0.45454545454545453,0.0,-0.13363358987432344,0.48484848484848486
18,1.2646384928633174,0.5454545454545454,24.0,0.9304163953114433,0.6666666666666666
16,0.7802900613869304,0.48484848484848486,,,
10,-0.6727552330422312,0.30303030303030304,38.0,1.5511122200031404,0.7727272727272727
28,3.6863806502452534,0.8484848484848485,-20.0,-1.0203419108624625,0.3333333333333333
22,2.233335355816092,0.6666666666666666,-2.0,-0.22230442197313732,0.4696969696969697
21,1.9911611400778984,0.6363636363636364,8.0,0.22104973852093215,0.5454545454545454
14,0.2959416299105432,0.42424242424242425,,,
15,0.5381158456487367,0.45454545454545453,22.0,0.8417455632126293,0.6515151515151515
8,-1.1571036645186183,0.24242424242424243,32.0,1.2850997237066988,0.7272727272727273
15,0.5381158456487367,0.45454545454545453,32.0,1.2850997237066988,0.7272727272727273
12,-0.188406801565844,0.36363636363636365,22.0,0.8417455632126293,0.6515151515151515
12,-0.188406801565844,0.36363636363636365,32.0,1.2850997237066988,0.7272727272727273
17,1.022464277125124,0.5151515151515151,14.0,0.4870622348173738,0.5909090909090909
27,3.44420643450706,0.8181818181818182,,,
8,-1.1571036645186183,0.24242424242424243,-10.0,-0.5769877503683929,0.4090909090909091
11,-0.4305810173040376,0.3333333333333333,-6.0,-0.39964608617076514,0.4393939393939394
16,0.7802900613869304,0.48484848484848486,18.0,0.6644038990150016,0.6212121212121212
14,0.2959416299105432,0.42424242424242425,-10.0,-0.5769877503683929,0.4090909090909091
14,0.2959416299105432,0.42424242424242425,,,
7,-1.399277880256812,0.21212121212121213,-16.0,-0.8430002466648346,0.36363636363636365
11,-0.4305810173040376,0.3333333333333333,-24.0,-1.1976835750600903,0.30303030303030304
14,0.2959416299105432,0.42424242424242425,,,
11,-0.4305810173040376,0.3333333333333333,-4.0,-0.3109752540719512,0.45454545454545453
16,0.7802900613869304,0.48484848484848486,20.0,0.7530747311138154,0.6363636363636364
11,-0.4305810173040376,0.3333333333333333,,,
18,1.2646384928633174,0.5454545454545454,-10.0,-0.5769877503683929,0.4090909090909091
9,-0.9149294487804248,0.2727272727272727,40.0,1.6397830521019543,0.7878787878787878
21,1.9911611400778984,0.6363636363636364,8.0,0.22104973852093215,0.5454545454545454
13,0.053767414172349585,0.3939393939393939,4.0,0.043708074323304355,0.5151515151515151
9,-0.9149294487804248,0.2727272727272727,-42.0,-1.9957210639494154,0.16666666666666666
13,0.053767414172349585,0.3939393939393939,12.0,0.39839140271855994,0.5757575757575758
18,1.2646384928633174,0.5454545454545454,32.0,1.2850997237066988,0.7272727272727273
11,-0.4305810173040376,0.3333333333333333,12.0,0.39839140271855994,0.5757575757575758
17,1.022464277125124,0.5151515151515151,26.0,1.0190872274102571,0.6818181818181818
9,-0.9149294487804248,0.2727272727272727,32.0,1.2850997237066988,0.7272727272727273
20,1.7489869243397047,0.6060606060606061,-26.0,-1.2863544071589041,0.2878787878787879
12,-0.188406801565844,0.36363636363636365,28.0,1.107758059509071,0.696969696969697
19,1.506812708601511,0.5757575757575758,2.0,-0.04496275777550954,0.5
10,-0.6727552330422312,0.30303030303030304,8.0,0.22104973852093215,0.5454545454545454
17,1.022464277125124,0.5151515151515151,-8.0,-0.488316918269579,0.42424242424242425
10,-0.6727552330422312,0.30303030303030304,,,
19,1.506812708601511,0.5757575757575758,,,
17,1.022464277125124,0.5151515151515151,20.0,0.7530747311138154,0.6363636363636364
9,-0.9149294487804248,0.2727272727272727,-20.0,-1.0203419108624625,0.3333333333333333
11,-0.4305810173040376,0.3333333333333333,46.0,1.9057955483983962,0.8333333333333334
19,1.506812708601511,0.5757575757575758,,,
14,0.2959416299105432,0.42424242424242425,,,
23,2.4755095715542854,0.696969696969697,-10.0,-0.5769877503683929,0.4090909090909091
12,-0.188406801565844,0.36363636363636365,,,
21,1.9911611400778984,0.6363636363636364,-22.0,-1.1090127429612764,0.3181818181818182
19,1.506812708601511,0.5757575757575758,,,
25,2.9598580030306727,0.7575757575757576,2.0,-0.04496275777550954,0.5
15,0.5381158456487367,0.45454545454545453,-12.0,-0.6656585824672068,0.3939393939393939
15,0.5381158456487367,0.45454545454545453,,,
12,-0.188406801565844,0.36363636363636365,4.0,0.043708074323304355,0.5151515151515151
20,1.7489869243397047,0.6060606060606061,-10.0,-0.5769877503683929,0.4090909090909091
11,-0.4305810173040376,0.3333333333333333,6.0,0.13237890642211825,0.5303030303030303
14,0.2959416299105432,0.42424242424242425,8.0,0.22104973852093215,0.5454545454545454
13,0.053767414172349585,0.3939393939393939,16.0,0.5757330669161878,0.6060606060606061
16,0.7802900613869304,0.48484848484848486,,,
15,0.5381158456487367,0.45454545454545453,16.0,0.5757330669161878,0.6060606060606061
23,2.4755095715542854,0.696969696969697,16.0,0.5757330669161878,0.6060606060606061
22,2.233335355816092,0.6666666666666666,,,
16,0.7802900613869304,0.48484848484848486,10.0,0.30972057061974606,0.5606060606060606
8,-1.1571036645186183,0.24242424242424243,46.0,1.9057955483983962,0.8333333333333334
20,1.7489869243397047,0.6060606060606061,,,
18,1.2646384928633174,0.5454545454545454,,,
18,1.2646384928633174,0.5454545454545454,-22.0,-1.1090127429612764,0.3181818181818182
13,0.053767414172349585,0.3939393939393939,-24.0,-1.1976835750600903,0.30303030303030304
21,1.9911611400778984,0.6363636363636364,-8.0,-0.488316918269579,0.42424242424242425
18,1.2646384928633174,0.5454545454545454,-10.0,-0.5769877503683929,0.4090909090909091
15,0.5381158456487367,0.45454545454545453,28.0,1.107758059509071,0.696969696969697
8,-1.1571036645186183,0.24242424242424243,20.0,0.7530747311138154,0.6363636363636364
18,1.2646384928633174,0.5454545454545454,-2.0,-0.22230442197313732,0.4696969696969697
23,2.4755095715542854,0.696969696969697,-16.0,-0.8430002466648346,0.36363636363636365
20,1.7489869243397047,0.6060606060606061,4.0,0.043708074323304355,0.5151515151515151
9,-0.9149294487804248,0.2727272727272727,0.0,-0.13363358987432344,0.48484848484848486
24,2.7176837872924793,0.7272727272727273,4.0,0.043708074323304355,0.5151515151515151
13,0.053767414172349585,0.3939393939393939,18.0,0.6644038990150016,0.6212121212121212
16,0.7802900613869304,0.48484848484848486,,,
8,-1.1571036645186183,0.24242424242424243,24.0,0.9304163953114433,0.6666666666666666
18,1.2646384928633174,0.5454545454545454,-26.0,-1.2863544071589041,0.2878787878787879
18,1.2646384928633174,0.5454545454545454,,,
13,0.053767414172349585,0.3939393939393939,24.0,0.9304163953114433,0.6666666666666666
19,1.506812708601511,0.5757575757575758,-38.0,-1.8183793997517874,0.19696969696969696
18,1.2646384928633174,0.5454545454545454,2.0,-0.04496275777550954,0.5
17,1.022464277125124,0.5151515151515151,10.0,0.30972057061974606,0.5606060606060606
15,0.5381158456487367,0.45454545454545453,-4.0,-0.3109752540719512,0.45454545454545453
18,1.2646384928633174,0.5454545454545454,-14.0,-0.7543294145660208,0.3787878787878788
19,1.506812708601511,0.5757575757575758,-14.0,-0.7543294145660208,0.3787878787878788
15,0.5381158456487367,0.45454545454545453,,,
13,0.053767414172349585,0.3939393939393939,-32.0,-1.5523669034553458,0.24242424242424243
18,1.2646384928633174,0.5454545454545454,2.0,-0.04496275777550954,0.5
12,-0.188406801565844,0.36363636363636365,-10.0,-0.5769877503683929,0.4090909090909091
11,-0.4305810173040376,0.3333333333333333,,,
14,0.2959416299105432,0.42424242424242425,8.0,0.22104973852093215,0.5454545454545454
7,-1.399277880256812,0.21212121212121213,30.0,1.196428891607885,0.7121212121212122
13,0.053767414172349585,0.3939393939393939,,,
17,1.022464277125124,0.5151515151515151,-24.0,-1.1976835750600903,0.30303030303030304
16,0.7802900613869304,0.48484848484848486,,,
12,-0.188406801565844,0.36363636363636365,,,
17,1.022464277125124,0.5151515151515151,2.0,-0.04496275777550954,0.5
16,0.7802900613869304,0.48484848484848486,32.0,1.2850997237066988,0.7272727272727273
13,0.053767414172349585,0.3939393939393939,4.0,0.043708074323304355,0.5151515151515151
13,0.053767414172349585,0.3939393939393939,8.0,0.22104973852093215,0.5454545454545454
15,0.5381158456487367,0.45454545454545453,,,
19,1.506812708601511,0.5757575757575758,32.0,1.2850997237066988,0.7272727272727273
12,-0.188406801565844,0.36363636363636365,20.0,0.7530747311138154,0.6363636363636364
22,2.233335355816092,0.6666666666666666,-2.0,-0.22230442197313732,0.4696969696969697
14,0.2959416299105432,0.42424242424242425,40.0,1.6397830521019543,0.7878787878787878
15,0.5381158456487367,0.45454545454545453,-30.0,-1.463696071356532,0.25757575757575757
18,1.2646384928633174,0.5454545454545454,-22.0,-1.1090127429612764,0.3181818181818182
18,1.2646384928633174,0.5454545454545454,-22.0,-1.1090127429612764,0.3181818181818182
17,1.022464277125124,0.5151515151515151,6.0,0.13237890642211825,0.5303030303030303
12,-0.188406801565844,0.36363636363636365,,,
16,0.7802900613869304,0.48484848484848486,-16.0,-0.8430002466648346,0.36363636363636365
12,-0.188406801565844,0.36363636363636365,,,
23,2.4755095715542854,0.696969696969697,20.0,0.7530747311138154,0.6363636363636364
14,0.2959416299105432,0.42424242424242425,,,
9,-0.9149294487804248,0.2727272727272727,4.0,0.043708074323304355,0.5151515151515151
12,-0.188406801565844,0.36363636363636365,20.0,0.7530747311138154,0.6363636363636364
17,1.022464277125124,0.5151515151515151,-18.0,-0.9316710787636485,0.3484848484848485
15,0.5381158456487367,0.45454545454545453,-36.0,-1.7297085676529735,0.21212121212121213
9,-0.9149294487804248,0.2727272727272727,,,
16,0.7802900613869304,0.48484848484848486,-16.0,-0.8430002466648346,0.36363636363636365
14,0.2959416299105432,0.42424242424242425,-6.0,-0.39964608617076514,0.4393939393939394
21,1.9911611400778984,0.6363636363636364,4.0,0.043708074323304355,0.5151515151515151
20,1.7489869243397047,0.6060606060606061,-22.0,-1.1090127429612764,0.3181818181818182
16,0.7802900613869304,0.48484848484848486,-20.0,-1.0203419108624625,0.3333333333333333
12,-0.188406801565844,0.36363636363636365,50.0,2.0831372125960237,0.8636363636363636
18,1.2646384928633174,0.5454545454545454,0.0,-0.13363358987432344,0.48484848484848486
14,0.2959416299105432,0.42424242424242425,,,
14,0.2959416299105432,0.42424242424242425,4.0,0.043708074323304355,0.5151515151515151
10,-0.6727552330422312,0.30303030303030304,32.0,1.2850997237066988,0.7272727272727273
14,0.2959416299105432,0.42424242424242425,16.0,0.5757330669161878,0.6060606060606061
14,0.2959416299105432,0.42424242424242425,,,
10,-0.6727552330422312,0.30303030303030304,24.0,0.9304163953114433,0.6666666666666666
18,1.2646384928633174,0.5454545454545454,,,
16,0.7802900613869304,0.48484848484848486,,,
23,2.4755095715542854,0.696969696969697,-32.0,-1.5523669034553458,0.24242424242424243
20,1.7489869243397047,0.6060606060606061,-38.0,-1.8183793997517874,0.19696969696969696
15,0.5381158456487367,0.45454545454545453,,,
12,-0.188406801565844,0.36363636363636365,,,
13,0.053767414172349585,0.3939393939393939,18.0,0.6644038990150016,0.6212121212121212
9,-0.9149294487804248,0.2727272727272727,-12.0,-0.6656585824672068,0.3939393939393939
8,-1.1571036645186183,0.24242424242424243,,,
13,0.053767414172349585,0.3939393939393939,12.0,0.39839140271855994,0.5757575757575758
14,0.2959416299105432,0.42424242424242425,12.0,0.39839140271855994,0.5757575757575758
19,1.506812708601511,0.5757575757575758,,,
9,-0.9149294487804248,0.2727272727272727,10.0,0.30972057061974606,0.5606060606060606
22,2.233335355816092,0.6666666666666666,,,
24,2.7176837872924793,0.7272727272727273,,,
17,1.022464277125124,0.5151515151515151,34.0,1.3737705558055127,0.7424242424242424
12,-0.188406801565844,0.36363636363636365,28.0,1.107758059509071,0.696969696969697
11,-0.4305810173040376,0.3333333333333333,24.0,0.9304163953114433,0.6666666666666666
8,-1.1571036645186183,0.24242424242424243,,,
13,0.053767414172349585,0.3939393939393939,,,
13,0.053767414172349585,0.3939393939393939,-16.0,-0.8430002466648346,0.36363636363636365
13,0.053767414172349585,0.3939393939393939,,,
18,1.2646384928633174,0.5454545454545454,-2.0,-0.22230442197313732,0.4696969696969697
12,-0.188406801565844,0.36363636363636365,6.0,0.13237890642211825,0.5303030303030303
16,0.7802900613869304,0.48484848484848486,-20.0,-1.0203419108624625,0.3333333333333333
17,1.022464277125124,0.5151515151515151,22.0,0.8417455632126293,0.6515151515151515
11,-0.4305810173040376,0.3333333333333333,38.0,1.5511122200031404,0.7727272727272727
17,1.022464277125124,0.5151515151515151,18.0,0.6644038990150016,0.6212121212121212
12,-0.188406801565844,0.36363636363636365,,,
16,0.7802900613869304,0.48484848484848486,30.0,1.196428891607885,0.7121212121212122
11,-0.4305810173040376,0.3333333333333333,,,
21,1.9911611400778984,0.6363636363636364,-4.0,-0.3109752540719512,0.45454545454545453
14,0.2959416299105432,0.42424242424242425,4.0,0.043708074323304355,0.5151515151515151
13,0.053767414172349585,0.3939393939393939,,,
12,-0.188406801565844,0.36363636363636365,,,
20,1.7489869243397047,0.6060606060606061,,,
9,-0.9149294487804248,0.2727272727272727,52.0,2.1718080446948376,0.8787878787878788
14,0.2959416299105432,0.42424242424242425,,,
25,2.9598580030306727,0.7575757575757576,-4.0,-0.3109752540719512,0.45454545454545453
21,1.9911611400778984,0.6363636363636364,,,
23,2.4755095715542854,0.696969696969697,36.0,1.4624413879043265,0.7575757575757576
19,1.506812708601511,0.5757575757575758,,,
12,-0.188406801565844,0.36363636363636365,10.0,0.30972057061974606,0.5606060606060606
